page,line,newcase_mark,text
140,31,,CONTROLLED BY [REDACTED] 10:40:15 Application
140,32,,CASE CLOSED on 08/17/2018 Filed: for
140,33,,06/29/2018 Search/Seizure
140,34,,Warrant- 18
140,35,,U.S.C. 2703
140,36,,"(a), 2703(b)(1)"
140,37,,"(A), and 2703"
140,38,,(c)(1)(A)
140,39,,Document:
140,40,,1
140,41,,140
140,42,,
141,2,,APPLICATION for Search/Seizure Warrant by USA
141,3,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
141,4,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
141,5,,Search & Seizure Warrant)
141,6,,1:18-sc-02362-BAH *SEALED* Entered: Category: misc Event: Application for
141,7,,INFORMATION ASSOCIATED WITH 07/03/2018 Search/Seizure Warrant- 18
141,8,,"[REDACTED] STORED AT PREMISES 13:25:12 U.S.C. 2703 (a), 2703(b)(1) (A), and"
141,9,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
141,10,,CASE CLOSED on 08/17/2018 07/03/2018 1
141,11,,APPLICATION for Search/Seizure Warrant by USA
141,12,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
141,13,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
141,14,,Search & Seizure Warrant)
141,15,,1:18-sc-02363-BAH *SEALED* Entered: Category:
141,16,,INFORMATION ASSOCIATED WITH 07/03/2018 misc
141,17,,[REDACTED]
141,18,,STORED AT PREMISES CONTROLLED Event:
141,19,,BY [REDACTED]
141,20,,CASE CLOSED on 08/17/2018 13:31:51 Application
141,21,,Filed: for
141,22,,07/03/2018 Search/Seizure
141,23,,Warrant- 18
141,24,,U.S.C. 2703
141,25,,"(a), 2703(b)(1)"
141,26,,"(A), and 2703"
141,27,,(c)(1)(A)
141,28,,Document:
141,29,,1
141,30,,APPLICATION for Search/Seizure Warrant by USA
141,31,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
141,32,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
141,33,,Search & Seizure Warrant)
141,34,,1:18-sc-02364-BAH *SEALED* Entered: Category: misc Event: Application for
141,35,,INFORMATION ASSOCIATED WITH 07/03/2018 Search/Seizure Warrant- 18
141,36,,"[REDACTED] STORED AT PREMISES 13:37:12 U.S.C. 2703 (a), 2703(b)(1) (A), and"
141,37,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
141,38,,CASE CLOSED on 08/17/2018 07/03/2018 1
141,39,,APPLICATION for Search/Seizure Warrant by USA
141,40,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
141,41,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
141,42,,Search & Seizure Warrant)
141,43,,141
141,44,,
142,2,,1:18-sc-02368-BAH *SEALED* Entered: Category:
142,3,,INFORMATION ASSOCIATED WITH 07/03/2018 misc
142,4,,[REDACTED]
142,5,,STORED AT PREMISES CONTROLLED Event:
142,6,,BY
142,7,,[REDACTED] 14:20:37 Application
142,8,,CASE CLOSED on 07/03/2018 Filed: for
142,9,,07/03/2018 Search/Seizure
142,10,,Warrant- 18
142,11,,U.S.C. 2703
142,12,,"(a), 2703(b)(1)"
142,13,,"(A), and 2703"
142,14,,(c)(1)(A)
142,15,,Document:
142,16,,1
142,17,,APPLICATION for Search/Seizure Warrant by USA
142,18,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
142,19,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
142,20,,"Search & Seizure Warrant, # 3 2705(b) Application, # 4"
142,21,,2705 (b) Application Proposed Order)REJECTED - NOT
142,22,,SIGNED
142,23,,1:18-sc-02380-BAH *SEALED* Entered: Category: misc Event: Application for
142,24,,INFORMATION ASSOCIATED WITH 07/09/2018 Search/Seizure Warrant- 18
142,25,,"[REDACTED] THAT IS STORED AT 15:26:52 U.S.C. 2703 (a), 2703(b)(1) (A), and"
142,26,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
142,27,,[REDACTED] 07/06/2018 1
142,28,,CASE CLOSED on 08/17/2018
142,29,,APPLICATION for Search/Seizure Warrant by USA
142,30,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
142,31,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
142,32,,Search & Seizure Warrant)
142,33,,1:18-sc-02381-BAH *SEALED* Entered: Category:
142,34,,INFORMATION ASSOCIATED WITH 07/09/2018 misc
142,35,,[REDACTED]
142,36,,STORED AT PREMISES CONTROLLED Event:
142,37,,BY [REDACTED]
142,38,,CASE CLOSED on 08/17/2018 15:32:24 Application
142,39,,Filed: for
142,40,,07/06/2018 Search/Seizure
142,41,,Warrant- 18
142,42,,U.S.C. 2703
142,43,,"(a), 2703(b)(1)"
142,44,,"(A), and 2703"
142,45,,142
142,46,,
143,2,,(c)(1)(A)
143,3,,Document:
143,4,,1
143,5,,APPLICATION for Search/Seizure Warrant by USA
143,6,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
143,7,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
143,8,,Search & Seizure Warrant)
143,9,,1:18-sc-02401-BAH *SEALED* Entered: Category: misc Event: Application for
143,10,,INFORMATION ASSOCIATED WITH 07/12/2018 Search/Seizure Warrant- 18
143,11,,"[REDACTED] 15:41:59 U.S.C. 2703 (a), 2703(b)(1) (A), and"
143,12,,CASE CLOSED on 08/17/2018 Filed: 2703 (c)(1)(A) Document:
143,13,,07/12/2018 1
143,14,,APPLICATION for Search/Seizure Warrant by USA
143,15,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
143,16,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
143,17,,Search & Seizure Warrant)
143,18,,1:18-sc-02402-BAH *SEALED* Entered: Category: misc Event: Application for
143,19,,INFORMATION ASSOCIATED WITH 07/12/2018 Search/Seizure Warrant- 18
143,20,,"[REDACTED] 15:53:21 U.S.C. 2703 (a), 2703(b)(1) (A), and"
143,21,,CASE CLOSED on 08/17/2018 Filed: 2703 (c)(1)(A) Document:
143,22,,07/12/2018 1
143,23,,APPLICATION for Search/Seizure Warrant by USA
143,24,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
143,25,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
143,26,,Search & Seizure Warrant)
143,27,,1:18-sc-02403-BAH *SEALED* Entered: Category: misc Event: Application for
143,28,,INFORMATION ASSOCIATED WITH 07/12/2018 Search/Seizure Warrant- 18
143,29,,"[REDACTED] 15:48:33 U.S.C. 2703 (a), 2703(b)(1) (A), and"
143,30,,CASE CLOSED on 08/17/2018 Filed: 2703 (c)(1)(A) Document:
143,31,,07/12/2018 1
143,32,,APPLICATION for Search/Seizure Warrant by USA
143,33,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
143,34,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
143,35,,Search & Seizure Warrant)
143,36,,1:18-sc-02524-BAH *SEALED* Entered: Category: misc Event: Application for
143,37,,INFORMATION ASSOCIATED WITH 07/27/2018 Search/Seizure Warrant- 18
143,38,,"[REDACTED] STORED AT PREMISES 14:34:51 U.S.C. 2703 (a), 2703(b)(1) (A), and"
143,39,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
143,40,,CASE CLOSED on 08/17/2018 07/27/2018 1
143,41,,143
143,42,,
144,2,,APPLICATION for Search/Seizure Warrant by USA
144,3,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
144,4,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
144,5,,Search & Seizure Warrant)
144,6,,1:18-sc-02556-BAH *SEALED* Entered: Category: misc Event: Application for
144,7,,VARIOUS DEVICES BELONGING TO 08/01/2018 Search/Seizure Warrant- 18
144,8,,"[REDACTED] 11:17:54 U.S.C. 2703 (a), 2703(b)(1) (A), and"
144,9,,CASE CLOSED on 08/17/2018 Filed: 2703 (c)(1)(A) Document:
144,10,,08/01/2018 1
144,11,,APPLICATION for Search/Seizure Warrant by USA
144,12,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
144,13,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
144,14,,Search & Seizure Warrant)
144,15,,1:18-sc-02559-BAH *SEALED* Entered: Category: misc Event: Application for
144,16,,INFORMATION ASSOCIATED WITH 08/03/2018 Search/Seizure Warrant- 18
144,17,,"[REDACTED] THAT IS STORED AT 10:15:26 U.S.C. 2703 (a), 2703(b)(1) (A), and"
144,18,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
144,19,,[REDACTED] 08/01/2018 1
144,20,,CASE CLOSED on 08/17/2018
144,21,,APPLICATION for Search/Seizure Warrant by USA
144,22,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
144,23,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
144,24,,Search & Seizure Warrant)
144,25,,1:18-sc-02560-BAH *SEALED* Entered: Category: misc Event:
144,26,,INFORMATION ASSOCIATED WITH 08/03/2018
144,27,,"[REDACTED], THAT IS STORED AT"
144,28,,PREMISES
144,29,,CONTROLLED BY [REDACTED] 10:20:48 Application for Search/Seizure Warrant-
144,30,,CASE CLOSED on 08/17/2018 Filed: 18
144,31,,"08/01/2018 U.S.C. 2703 (a), 2703(b)(1) (A), and"
144,32,,2703 (c)(1)(A) Document:
144,33,,1
144,34,,APPLICATION for Search/Seizure Warrant by USA
144,35,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
144,36,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
144,37,,Search & Seizure Warrant)
144,38,,1:18-sc-02570-BAH *SEALED* Entered: Category: misc Event: Application for
144,39,,INFORMATION ASSOCIATED WITH 08/03/2018 Search/Seizure Warrant- 18
144,40,,"[REDACTED] STORED AT PREMISES 10:27:34 U.S.C. 2703 (a), 2703(b)(1) (A), and"
144,41,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
144,42,,CASE CLOSED on 08/17/2018 08/02/2018 1
144,43,,144
144,44,,
145,2,,APPLICATION for Search/Seizure Warrant by USA
145,3,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
145,4,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
145,5,,Search & Seizure Warrant)
145,6,,1:18-sc-02581-BAH *SEALED* Entered: Category:
145,7,,INFORMATION ASSOCIATED WITH 08/03/2018 misc
145,8,,[REDACTED]
145,9,,STORED AT PREMISES CONTROLLED Event:
145,10,,BY
145,11,,"[REDACTED], [REDACTED], AND 13:38:20 Application"
145,12,,[REDACTED]
145,13,,CASE CLOSED on 08/17/2018 Filed: for
145,14,,08/03/2018 Search/Seizure Warrant- 18
145,15,,"U.S.C. 2703 (a), 2703(b)(1) (A), and"
145,16,,2703 (c)(1)(A) Document:
145,17,,1
145,18,,APPLICATION for Search/Seizure Warrant by USA
145,19,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
145,20,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
145,21,,Search & Seizure Warrant)
145,22,,1:18-sc-02582-BAH *SEALED* Entered: Category: misc Event: Application for
145,23,,INFORMATION ASSOCIATED WITH 08/03/2018 Search/Seizure Warrant- 18
145,24,,"[REDACTED] STORED AT PREMISES 13:40:59 U.S.C. 2703 (a), 2703(b)(1) (A), and"
145,25,,"CONTROLLED BY [REDACTED], Filed: 2703 (c)(1)(A) Document:"
145,26,,"[REDACTED], AND [REDACTED] 08/03/2018 1"
145,27,,CASE CLOSED on 08/17/2018
145,28,,APPLICATION for Search/Seizure Warrant by USA
145,29,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
145,30,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
145,31,,Search & Seizure warrant)
145,32,,1:18-sc-02583-BAH *SEALED* Entered: Category:
145,33,,INFORMATION ASSOCIATED WITH 08/03/2018 misc
145,34,,[REDACTED]
145,35,,STORED AT PREMISES CONTROLLED Event:
145,36,,BY
145,37,,"[REDACTED], [REDACTED], AND 13:43:03 Application"
145,38,,[REDACTED]
145,39,,CASE CLOSED on 08/17/2018 Filed: for
145,40,,08/03/2018 Search/Seizure
145,41,,Warrant- 18
145,42,,145
145,43,,
146,2,,"U.S.C. 2703 (a), 2703(b)(1) (A), and"
146,3,,2703 (c)(1)(A) Document:
146,4,,1
146,5,,APPLICATION for Search/Seizure Warrant by USA
146,6,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
146,7,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
146,8,,Search & Seizure Warant)
146,9,,1:18-sc-02595-BAH *SEALED* Entered: Category: misc Event: Application for
146,10,,INFORMATION ASSOCIATED WITH 08/08/2018 Search/Seizure Warrant- 18
146,11,,"[REDACTED] STORED AT PREMISES 11:25:54 U.S.C. 2703 (a), 2703(b)(1) (A), and"
146,12,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
146,13,,CASE CLOSED on 08/17/2018 08/08/2018 1
146,14,,APPLICATION for Search/Seizure Warrant by USA
146,15,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
146,16,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
146,17,,Search & Seizure Warrant)
146,18,,1:18-sc-02596-BAH *SEALED* Entered: Category:
146,19,,INFORMATION ASSOCIATED WITH 08/08/2018 misc
146,20,,[REDACTED]
146,21,,STORED AT PREMISES CONTROLLED Event:
146,22,,BY [REDACTED]
146,23,,11:34:38 Application
146,24,,Filed: for
146,25,,08/08/2018 Search/Seizure
146,26,,Warrant- 18
146,27,,U.S.C. 2703
146,28,,"(a), 2703(b)(1)"
146,29,,"(A), and 2703 (c)(1)(A)"
146,30,,Document:
146,31,,1
146,32,,APPLICATION for Search/Seizure Warrant by USA
146,33,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
146,34,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
146,35,,Search & Seizure Warrant)
146,36,,1:18-sc-02670-BAH *SEALED* Entered: Category: misc Event: Application for
146,37,,INFORMATION ASSOCIATED WITH 08/20/2018 Search/Seizure Warrant- 18
146,38,,"[REDACTED] STORED AT PREMISES 12:57:57 U.S.C. 2703 (a), 2703(b)(1) (A), and"
146,39,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
146,40,,08/20/2018 1
146,41,,146
146,42,,
147,2,,APPLICATION for Search/Seizure Warrant by USA
147,3,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
147,4,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
147,5,,Search & Seizure Warrant)
147,6,,1:18-sc-02671-BAH *SEALED* Entered: Category:
147,7,,INFORMATION ASSOCIATED WITH 08/20/2018 misc
147,8,,ONE CELLULAR
147,9,,TELEPHONE NUMBER STORED AT Event:
147,10,,PREMISES
147,11,,CONTROLLED BY AT&T 13:04:03 Application
147,12,,Filed: for
147,13,,08/20/2018 Search/Seizure
147,14,,Warrant- 18
147,15,,U.S.C. 2703
147,16,,"(a), 2703(b)(1)"
147,17,,"(A), and 2703"
147,18,,(c)(1)(A)
147,19,,Document:
147,20,,1
147,21,,APPLICATION for Search/Seizure Warrant by USA
147,22,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
147,23,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
147,24,,Search & Seizure warrant)
147,25,,1:18-sc-02727-BAH *SEALED* Entered: Category: misc Event: Application for
147,26,,INFORMATION ASSOCIATED WITH 08/28/2018 Search/Seizure Warrant- 18
147,27,,"[REDACTED] STORED AT PREMISES 15:23:34 U.S.C. 2703 (a), 2703(b)(1) (A), and"
147,28,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
147,29,,08/28/2018 1
147,30,,APPLICATION for Search/Seizure Warrant by USA
147,31,,pursuant to 18 U.S.C 2705(b) filed by UNITED STATES
147,32,,"OF AMERICA. (Attachments: # 1 Affidavit, # 2 Search &"
147,33,,Seizure Warrant)
147,34,,1:18-sc-02728-BAH *SEALED* Entered: Category:
147,35,,INFORMATION ASSOCIATED WITH 08/28/2018 misc
147,36,,[REDACTED]
147,37,,STORED AT PREMISES CONTROLLED Event:
147,38,,BY [REDACTED]
147,39,,15:19:17 Application
147,40,,Filed: for
147,41,,08/28/2018 Search/Seizure
147,42,,Warrant- 18
147,43,,U.S.C. 2703
147,44,,"(a), 2703(b)(1)"
147,45,,147
147,46,,
148,2,,"(A), and 2703"
148,3,,(c)(1)(A)
148,4,,Document:
148,5,,1
148,6,,APPLICATION for Search/Seizure Warrant by USA
148,7,,pursuant to 18 U.S.C 2705(b) filed by UNITED STATES
148,8,,"OF AMERICA. (Attachments: # 1 Affidavit, # 2 Search &"
148,9,,Seizure Warrant)
148,10,,1:18-sc-02729-BAH *SEALED* Entered: Category: misc Event: Application for
148,11,,INFORMATION ASSOCIATED WITH 08/28/2018 Search/Seizure Warrant- 18
148,12,,"[REDACTED] STORED AT PREMISES 15:13:30 U.S.C. 2703 (a), 2703(b)(1) (A), and"
148,13,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
148,14,,08/28/2018 1
148,15,,APPLICATION for Search/Seizure Warrant by USA
148,16,,pursuant to 18 U.S.C 2705(b) filed by UNITED STATES
148,17,,"OF AMERICA. (Attachments: # 1 Affidavit, # 2 Search &"
148,18,,Seizure Warrant)
148,19,,1:18-sc-02877-BAH *SEALED* Entered: Category:
148,20,,INFORMATION ASSOCIATED WITH 09/21/2018 misc
148,21,,"[REDACTED],"
148,22,,"[REDACTED], AND [REDACTED] Event:"
148,23,,STORED AT
148,24,,PREMISES CONTROLLED BY 9:43:18 Application
148,25,,[REDACTED]
148,26,,CASE CLOSED on 10/31/2018 Filed: for
148,27,,09/21/2018 Search/Seizure
148,28,,Warrant- 18
148,29,,U.S.C. 2703
148,30,,"(a), 2703(b)(1)"
148,31,,"(A), and 2703"
148,32,,(c)(1)(A)
148,33,,Document:
148,34,,1
148,35,,APPLICATION for Search/Seizure Warrant by USA
148,36,,pursuant to 18 U.S.C 2705(b) filed by UNITED STATES
148,37,,"OF AMERICA. (Attachments: # 1 Affidavit, # 2 Search &"
148,38,,Seizure Warrant) (Attachment 1 replaced on 9/21/2018
148,39,,because it was modified) .
148,40,,148
148,41,,
149,2,,1:18-sc-02881-BAH *SEALED* Entered: Category: misc Event: Application for
149,3,,INFORMATION ASSOCIATED WITH 09/24/2018 Search/Seizure Warrant- 18
149,4,,"ONE VIRTUAL PRIVATE SERVER 12:08:34 U.S.C. 2703 (a), 2703(b)(1) (A), and"
149,5,,Filed: 2703 (c)(1)(A) Document:
149,6,,09/24/2018 1
149,7,,APPLICATION for Search/Seizure Warrant by USA
149,8,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
149,9,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
149,10,,Search & Seizure Warrant)
149,11,,1:18-sc-02905-BAH *SEALED* Entered: Category: misc Event: Application for
149,12,,INFORMATION ASSOCIATED WITH 09/26/2018 Search/Seizure Warrant- 18
149,13,,"[REDACTED] STORED AT PREMISES 13:35:41 U.S.C. 2703 (a), 2703(b)(1) (A), and"
149,14,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
149,15,,09/26/2018 1
149,16,,APPLICATION for Search/Seizure Warrant by USA
149,17,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
149,18,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
149,19,,Search & Seizure Warrant)
149,20,,1:18-sc-02906-BAH *SEALED* Entered: Category: misc Event: Application for
149,21,,INFORMATION ASSOCIATED WITH 09/26/2018 Search/Seizure Warrant- 18
149,22,,"[REDACTED] STORED AT PREMISES 13:56:32 U.S.C. 2703 (a), 2703(b)(1) (A), and"
149,23,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
149,24,,09/26/2018 1
149,25,,APPLICATION for Search/Seizure Warrant by USA
149,26,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
149,27,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
149,28,,Search & Seizure Warrant)
149,29,,1:18-sc-02918-BAH *SEALED* Entered: Category: misc Event: Application for
149,30,,INFORMATION ASSOCIATED WITH 09/27/2018 Search/Seizure Warrant- 18
149,31,,"[REDACTED] STORED AT PREMISES 15:35:05 U.S.C. 2703 (a), 2703(b)(1) (A), and"
149,32,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
149,33,,09/27/2018 1
149,34,,APPLICATION for Search/Seizure Warrant by USA
149,35,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
149,36,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
149,37,,Search & seizure Warrant)
149,38,,1:18-sc-02919-BAH *SEALED* Entered: Category:
149,39,,INFORMATION ASSOCIATED WITH 09/27/2018 misc Event: Application for
149,40,,[REDACTED] STORED AT PREMISES 15:30:04 Search/Seizure Warrant- 18
149,41,,"CONTROLLED BY [REDACTED] Filed: U.S.C. 2703 (a), 2703(b)(1) (A), and"
149,42,,09/27/2018 2703 (c)(1)(A) Document:
149,43,,1
149,44,,149
149,45,,
150,2,,APPLICATION for Search/Seizure Warrant by USA
150,3,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
150,4,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
150,5,,Search & Seizure Warrant)
150,6,,1:18-sc-02920-BAH *SEALED* Entered: Category: misc Event: Application for
150,7,,INFORMATION ASSOCIATED WITH 09/27/2018 Search/Seizure Warrant- 18
150,8,,"[REDACTED] STORED AT PREMISES 15:23:50 U.S.C. 2703 (a), 2703(b)(1) (A), and"
150,9,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
150,10,,09/27/2018 1
150,11,,APPLICATION for Search/Seizure Warrant by USA
150,12,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
150,13,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
150,14,,Search & Seizure Warrant)
150,15,,1:18-sc-02921-BAH *SEALED* Entered: Category:
150,16,,INFORMATION ASSOCIATED WITH 09/27/2018 misc
150,17,,[REDACTED]
150,18,,STORED AT PREMISES CONTROLLED Event:
150,19,,BY [REDACTED]
150,20,,15:18:00 Application
150,21,,Filed: for
150,22,,09/27/2018 Search/Seizure Warrant- 18
150,23,,"U.S.C. 2703 (a), 2703(b)(1) (A), and"
150,24,,2703 (c)(1)(A) Document:
150,25,,1
150,26,,APPLICATION for Search/Seizure Warrant by USA
150,27,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
150,28,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
150,29,,Search & Seizure Warrant)
150,30,,1:18-sc-02922-BAH *SEALED* Entered: Category: misc Event: Application for
150,31,,INFORMATION ASSOCIATED WITH 09/27/2018 Search/Seizure Warrant- 18
150,32,,"[REDACTED] STORED AT PREMISES 15:12:13 U.S.C. 2703 (a), 2703(b)(1) (A), and"
150,33,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
150,34,,09/27/2018 1
150,35,,APPLICATION for Search/Seizure Warrant by USA
150,36,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
150,37,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
150,38,,Search & Seizure Warrant)
150,39,,1:18-sc-02964-BAH *SEALED* Entered: Category:
150,40,,INFORMATION ASSOCIATED WITH 10/11/2018 misc
150,41,,[REDACTED]
150,42,,THAT ARE STORED AT PREMISES Event:
150,43,,CONTROLLED BY [REDACTED] 13:31:30 Application
150,44,,150
150,45,,
151,2,,CASE CLOSED on 10/31/2018 Filed: for
151,3,,10/11/2018 Search/Seizure
151,4,,Warrant- 18
151,5,,U.S.C. 2703
151,6,,"(a), 2703(b)(1)"
151,7,,"(A), and 2703 (c)(1)(A)"
151,8,,Document:
151,9,,1
151,10,,APPLICATION for Search/Seizure Warrant by USA
151,11,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
151,12,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
151,13,,Search & Seizure Warrant)
151,14,,1:18-sc-02965-BAH *SEALED* Entered: Category: misc Event: Application for
151,15,,INFORMATION ASSOCIATED WITH 10/11/2018 Search/Seizure Warrant- 18
151,16,,"[REDACTED] STORED AT PREMISES 13:26:52 U.S.C. 2703 (a), 2703(b)(1) (A), and"
151,17,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
151,18,,CASE CLOSED on 10/31/2018 10/11/2018 1
151,19,,APPLICATION for Search/Seizure Warrant by USA
151,20,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
151,21,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
151,22,,Search & Seizure Warrant)
151,23,,1:18-sc-02966-BAH *SEALED* Entered: Category:
151,24,,INFORMATION ASSOCIATED WITH 10/11/2018 misc
151,25,,ONE ACCOUNT
151,26,,STORED AT PREMISES CONTROLLED Event:
151,27,,BY LINKEDIN
151,28,,CASE CLOSED on 11/06/2018 13:18:20 Application
151,29,,Filed: for
151,30,,10/11/2018 Search/Seizure
151,31,,Warrant- 18
151,32,,U.S.C. 2703
151,33,,"(a), 2703(b)(1)"
151,34,,"(A), and 2703"
151,35,,(c)(1)(A)
151,36,,Document:
151,37,,1
151,38,,APPLICATION for Search/Seizure Warrant by USA
151,39,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
151,40,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
151,41,,Search & Seizure Warrant)
151,42,,151
151,43,,
152,2,,1:18-sc-02994-BAH *SEALED* Entered: Category: misc Event: Application for
152,3,,INFORMATION ASSOCIATED WITH 10/05/2018 Search/Seizure Warrant- 18
152,4,,"[REDACTED] STORED AT PREMISES 12:32:16 U.S.C. 2703 (a), 2703(b)(1) (A), and"
152,5,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
152,6,,10/05/2018 1
